id,poop_id,extraction_date,extraction_observer_id,extraction_volume,weigh_date,weigh_observer_id,hair,contaminants_removed,mass_g,extra,box_id
1,000.40,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
2,00001,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
14,A1766,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
31,I5239,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
32,K0098,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
34,K0666,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
35,K1358,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
38,K2033,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
46,K3502,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
53,K4339,NA,NA,1000,NA,NA,NA,NA,0.05,NA,6
54,K5073,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
55,K5572,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
57,K6060,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
65,L1621,NA,NA,1000,NA,NA,NA,NA,0.05,NA,22
66,L1678,NA,NA,1000,NA,NA,NA,NA,0.05,NA,21
69,L1892,NA,NA,1000,NA,NA,NA,NA,0.05,NA,22
70,L2132,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
75,P0448,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
86,B2918,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.054,NA,77
161,C0420,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
162,C0420,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
204,K660,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
356,000.03,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,TRUE,NA,0.052,TRUE,16
359,000.06,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.053,TRUE,NA
368,000.17,2018-06-01,Mark Castaneda,1000,2018-05-31,Mark Castaneda,FALSE,needles removed,0.048,TRUE,NA
369,000.18,2018-06-01,Mark Castaneda,1000,2018-04-23,Adam Scott,TRUE,NA,0.05,TRUE,NA
377,000.29,NA,NA,1000,2019-04-04,Erica Walker,FALSE,NA,0.052,NA,NA
379,000.31,2018-06-01,Mark Castaneda,1000,2018-04-16,Mark Castaneda,FALSE,NA,0.05,TRUE,24
381,000.33,2018-06-01,Mark Castaneda,1000,2018-04-16,Mark Castaneda,FALSE,NA,0.055,TRUE,25
382,000.34,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.044,FALSE,24
383,000.36,2018-06-01,Mark Castaneda,1000,2018-04-16,Mark Castaneda,TRUE,NA,0.048,TRUE,NA
389,000.45,NA,NA,1000,2019-04-19,Erica Walker,TRUE,NA,0.05,NA,NA
391,000.48,2018-06-01,Mark Castaneda,1000,2018-06-12,Mark Castaneda,FALSE,NA,0.054,TRUE,NA
406,000.67,2018-06-01,Mark Castaneda,1000,2018-04-13,Jinghan Xu,FALSE,NA,0.052,TRUE,21
407,000.68,2018-07-01,Mark Castaneda,1000,2018-06-18,Mark Castaneda,FALSE,NA,0.052,TRUE,NA
419,000.86,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.04,FALSE,24
420,000.87,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,TRUE,NA,0.053,TRUE,NA
432,001.02,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.05,TRUE,16
444,001.14,2018-06-01,Mark Castaneda,1000,2018-06-12,Mark Castaneda,FALSE,needles removed,0.05,TRUE,NA
446,001.16,2018-06-01,Mark Castaneda,1000,2018-04-16,Mark Castaneda,FALSE,NA,0.05,TRUE,25
455,001.28,2018-06-01,Mark Castaneda,1000,2018-06-08,Mark Castaneda,FALSE,NA,0.053,TRUE,NA
492,001.74,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.048,TRUE,NA
494,001.76,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.05,TRUE,26
497,001.79,2018-07-01,Mark Castaneda,1000,2018-06-18,Mark Castaneda,FALSE,"bract, grass, and leaf removed",0.056,TRUE,NA
498,001.80,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.049,TRUE,NA
512,2,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,FALSE,NA,0.055,TRUE,NA
513,2,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.049,TRUE,NA
517,002.04,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.05,TRUE,NA
530,002.20,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.046,FALSE,NA
535,002.25,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.049,TRUE,NA
539,002.29,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,seedling removed,0.05,TRUE,16
544,002.35,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.05,TRUE,24
552,002.44,2018-06-01,Mark Castaneda,1000,2018-06-07,Mark Castaneda,FALSE,NA,0.051,TRUE,NA
609,004.52,2018-07-01,Mark Castaneda,1000,2018-06-18,Mark Castaneda,FALSE,NA,0.049,TRUE,NA
616,004.62,2018-06-01,Mark Castaneda,1000,2018-06-01,Mark Castaneda,FALSE,NA,0.049,TRUE,16
617,004.63,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,NA
629,004.84,2018-07-01,Mark Castaneda,1000,2018-06-18,Mark Castaneda,FALSE,grass removed,0.051,TRUE,NA
645,005.51,2018-06-01,Mark Castaneda,1000,2018-04-20,Adam Scott,FALSE,NA,0.036,FALSE,26
651,005.69,2018-07-01,Mark Castaneda,1000,2018-06-18,Mark Castaneda,FALSE,NA,0.048,TRUE,NA
656,005.84,2018-07-01,Mark Castaneda,1000,2018-06-19,Mark Castaneda,FALSE,NA,0.052,TRUE,NA
673,006.51,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.049,NA,NA
687,006.79,NA,NA,1000,2019-03-20,Odessa Fung,TRUE,NA,0.05,NA,NA
700,007.30,2018-07-01,Mark Castaneda,1000,2018-06-19,Mark Castaneda,TRUE,NA,0.052,TRUE,NA
703,007.45,NA,NA,1000,2019-03-13,Odessa Fung,FALSE,needles removed,0.052,NA,NA
753,009.74,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.05,NA,NA
764,010.30,NA,NA,1000,2019-02-05,Odessa Fung,TRUE,NA,0.05,NA,NA
769,010.51,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,FALSE,root removed,0.05,TRUE,24
774,010.70,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.049,TRUE,NA
778,010.85,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.05,TRUE,NA
782,11,NA,NA,1000,2019-03-26,Erica Walker,TRUE,NA,0.051,NA,NA
795,011.40,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,NA,0.05,NA,NA
842,13,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,NA
851,013.33,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.05,TRUE,NA
857,013.48,2018-06-01,Mark Castaneda,1000,2018-06-05,Mark Castaneda,FALSE,NA,0.048,TRUE,25
904,014.95,NA,NA,1000,2019-02-13,Odessa Fung,TRUE,NA,0.051,NA,NA
911,015.08,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,FALSE,NA,0.047,TRUE,24
916,015.26,2018-06-01,Mark Castaneda,1000,2018-04-16,Mark Castaneda,FALSE,NA,0.051,TRUE,25
984,017.54,NA,NA,1000,2018-11-20,Erica Walker,TRUE,NA,0.048,NA,NA
991,017.78,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.051,NA,NA
996,18,NA,NA,1000,2018-11-09,Erica Walker,FALSE,NA,0.049,NA,NA
1011,018.67,NA,NA,1000,2019-01-16,Odessa Fung,TRUE,NA,0.05,NA,NA
1013,018.76,NA,NA,1000,2018-11-20,Erica Walker,FALSE,plant material removed,0.051,NA,NA
1025,19,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.051,NA,NA
1031,019.30,NA,NA,1000,2019-01-22,Odessa Fung,TRUE,NA,0.049,NA,NA
1057,20,NA,NA,1000,2019-01-15,Odessa Fung,FALSE,NA,0.05,NA,NA
1060,020.16,NA,NA,1000,2019-03-19,Odessa Fung,FALSE,NA,0.052,NA,NA
1062,020.20,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.05,NA,NA
1076,020.70,NA,NA,1000,2019-02-06,Odessa Fung,TRUE,NA,0.052,NA,NA
1083,21,NA,NA,1000,2019-02-01,Odessa Fung,TRUE,plant material removed,0.05,NA,NA
1102,021.61,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,NA,0.049,NA,NA
1105,021.79,NA,NA,1000,2018-11-09,Odessa Fung,FALSE,NA,0.049,NA,NA
1111,021.98,NA,NA,1000,2018-11-20,Erica Walker,TRUE,plant material removed,0.049,NA,NA
1134,23,NA,NA,1000,2019-04-18,Erica Walker,TRUE,needles removed,0.049,NA,NA
1139,023.17,NA,NA,1000,2019-01-15,Odessa Fung,TRUE,NA,0.05,NA,NA
1145,023.31,NA,NA,1000,2019-03-19,Odessa Fung,FALSE,NA,0.05,NA,NA
1169,024.21,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.049,NA,NA
1285,031.11,NA,NA,1000,2019-04-16,Erica Walker,TRUE,NA,0.05,NA,NA
1288,031.35,NA,NA,1000,2019-04-19,Erica Walker,TRUE,NA,0.05,NA,NA
1299,033.48,NA,NA,1000,2019-04-05,Erica Walker,FALSE,NA,0.05,NA,NA
1308,034.79,NA,NA,1000,2019-04-19,Erica Walker,FALSE,NA,0.05,NA,NA
1309,035.29,NA,NA,1000,2019-04-16,Erica Walker,TRUE,NA,0.051,NA,NA
1315,035.91,NA,NA,1000,2018-11-16,Odessa Fung,TRUE,NA,0.051,NA,NA
1333,37,NA,NA,1000,2019-04-04,Erica Walker,FALSE,NA,0.049,NA,NA
1336,037.10,NA,NA,1000,2019-03-13,Odessa Fung,FALSE,plant material removed,0.049,NA,NA
1347,038.40,NA,NA,1000,2019-04-05,Erica Walker,FALSE,NA,0.05,NA,NA
1349,038.72,NA,NA,1000,2019-04-18,Erica Walker,FALSE,NA,0.05,NA,NA
1353,039.04,NA,NA,1000,2019-04-04,Erica Walker,TRUE,needles removed,0.05,NA,NA
1363,040.08,NA,NA,1000,2019-04-19,Erica Walker,TRUE,NA,0.051,NA,NA
1365,811.11,2018-06-01,Mark Castaneda,1000,2018-06-04,Mark Castaneda,FALSE,NA,0.055,TRUE,NA
1366,918.20,NA,NA,1000,2019-03-13,Odessa Fung,TRUE,needles removed,0.05,NA,NA
1367,12010,NA,NA,1000,NA,NA,NA,NA,0.057,NA,NA
1374,12-06,NA,NA,1000,NA,NA,NA,NA,0.057,NA,30
1424,121-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,2
1425,122-07,NA,NA,1000,NA,NA,NA,NA,0.052,NA,2
1428,125-07,NA,NA,1000,NA,NA,NA,NA,0.051,NA,2
1432,129-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,29
1434,131-07,NA,NA,1000,NA,NA,NA,NA,0.058,NA,2
1442,139-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,2
1443,140-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,2
1446,143-07,NA,NA,1000,NA,NA,NA,NA,0.057,NA,2
1447,144-07,NA,NA,1000,NA,NA,NA,NA,0.05,NA,2
1448,145-07,NA,NA,1000,NA,NA,NA,NA,0.056,NA,2
1449,146-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
1450,147-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
1451,148-07,NA,NA,1000,NA,NA,NA,NA,0.057,NA,NA
1452,149-07,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
1453,150-07,NA,NA,1000,NA,NA,NA,NA,0.057,NA,2
1454,151-07,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
1455,152-07,NA,NA,1000,NA,NA,NA,NA,0.052,NA,18
1456,153-07,NA,NA,1000,NA,NA,NA,NA,0.048,NA,18
1457,154-07,NA,NA,1000,NA,NA,NA,NA,0.056,NA,17
1458,155-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
1459,156-07,NA,NA,1000,NA,NA,NA,NA,0.055,NA,16
1460,157-07,NA,NA,1000,NA,NA,NA,NA,0.052,NA,17
1461,158-07,NA,NA,1000,NA,NA,NA,NA,0.059,NA,17
1511,71-07,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
1512,72-07,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
1513,73-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,33
1514,74-07,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
1515,75-07,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
1516,76-07,NA,NA,1000,NA,NA,NA,NA,0.051,NA,2
1517,77-07,NA,NA,1000,NA,NA,NA,NA,0.052,NA,2
1518,78-07,NA,NA,1000,NA,NA,NA,NA,0.051,NA,2
1519,79-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,2
1520,80-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,2
1521,81-07,NA,NA,1000,NA,NA,NA,NA,0.055,NA,2
1522,82-07,NA,NA,1000,NA,NA,NA,NA,0.057,NA,2
1523,83-07,NA,NA,1000,NA,NA,NA,NA,0.055,NA,2
1524,84-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,2
1525,85-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,33
1526,86-07,NA,NA,1000,NA,NA,NA,NA,0.051,NA,2
1527,87-07,NA,NA,1000,NA,NA,NA,NA,0.055,NA,33
1528,88-07,NA,NA,1000,NA,NA,NA,NA,0.056,NA,2
1529,89-07,NA,NA,1000,NA,NA,NA,NA,0.052,NA,2
1530,90-07,NA,NA,1000,NA,NA,NA,NA,0.052,NA,2
1531,91-07,NA,NA,1000,NA,NA,NA,NA,0.055,NA,2
1532,92-07,NA,NA,1000,NA,NA,NA,NA,0.057,NA,2
1533,93-07,NA,NA,1000,NA,NA,NA,NA,0.053,NA,2
1534,94-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,2
1535,95-07,NA,NA,1000,NA,NA,NA,NA,0.052,NA,2
1536,96-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,2
1537,97-07,NA,NA,1000,NA,NA,NA,NA,0.055,NA,2
1538,98-07,NA,NA,1000,NA,NA,NA,NA,0.056,NA,2
1539,99-07,NA,NA,1000,NA,NA,NA,NA,0.054,NA,2
1582,A0137,NA,NA,1000,2015-11-12,NA,FALSE,NA,0.049,NA,47
1599,A0199,NA,NA,1000,2017-04-01,NA,FALSE,NA,0.052,NA,NA
1621,A0278,NA,NA,1000,2017-04-01,NA,FALSE,NA,0.052,NA,NA
1626,A0291,NA,NA,1000,2017-04-01,NA,FALSE,NA,0.051,NA,NA
1647,A0355,NA,NA,1000,2017-04-01,NA,FALSE,NA,0.005,NA,NA
1724,A0572,NA,NA,1000,2015-11-12,NA,TRUE,bracts removed,0.048,NA,48
1768,A0671,NA,NA,1000,2015-11-11,NA,FALSE,bracts removed,0.049,NA,48
1805,A0741,NA,NA,1000,NA,NA,NA,NA,0.046,NA,8
1846,A0839,NA,NA,1000,2017-04-01,NA,TRUE,needles removed,0.052,NA,NA
1853,A0850,NA,NA,1000,NA,NA,NA,NA,0.02,NA,9
1877,A0896,NA,NA,1000,2015-11-11,NA,FALSE,grass removed,0.05,NA,NA
1884,A0909,NA,NA,1000,2015-11-11,NA,FALSE,leaves removed,0.052,NA,48
1899,A0932,NA,NA,1000,NA,NA,NA,NA,0.052,NA,10
1905,A0940,NA,NA,1000,NA,NA,NA,NA,0.051,NA,1
1918,A0969,NA,NA,1000,NA,NA,NA,NA,0.054,NA,1
1979,A1124,NA,NA,1000,2015-11-11,NA,TRUE,bracts removed,0.048,NA,48
2040,A1366,NA,NA,1000,NA,NA,NA,NA,0.052,NA,10
2042,A1371,NA,NA,1000,2015-11-11,NA,FALSE,bracts removed,0.054,NA,50
2064,A1497,NA,NA,1000,NA,NA,NA,NA,0.057,NA,20
2086,A1780,NA,NA,1000,2015-11-05,NA,FALSE,bract and grass removed,0.048,NA,50
2102,A1943,NA,NA,1000,2015-11-04,NA,FALSE,bracts removed,0.036,NA,20
2107,A3077,NA,NA,1000,2015-11-20,NA,TRUE,NA,0.047,NA,NA
2124,B0050,NA,NA,1000,NA,NA,NA,NA,0.05,NA,20
2128,B0062,NA,NA,1000,NA,NA,NA,NA,0.051,NA,1
2132,B0089,NA,NA,1000,NA,NA,NA,NA,0.052,NA,10
2133,B0090,NA,NA,1000,NA,NA,NA,NA,0.027,NA,NA
2134,B0095,NA,NA,1000,NA,NA,NA,NA,0.062,NA,10
2138,B0109,NA,NA,1000,NA,NA,NA,NA,0.052,NA,10
2143,B0124,NA,NA,1000,NA,NA,NA,NA,0.054,NA,28
2148,B0143,NA,NA,1000,NA,NA,NA,NA,0.052,NA,1
2172,B0213,NA,NA,1000,NA,NA,NA,NA,0.056,NA,10
2175,B0230,NA,NA,1000,NA,NA,NA,NA,0.051,NA,10
2214,B0360,NA,NA,1000,2015-11-02,NA,FALSE,NA,0.049,NA,73
2219,B0395,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.051,NA,73
2235,B0439,NA,NA,1000,NA,NA,NA,NA,0.054,NA,10
2236,B0442,NA,NA,1000,NA,NA,NA,NA,0.052,NA,26
2251,B0488,NA,NA,1000,2015-11-01,NA,FALSE,grass removed,0.053,NA,73
2263,B0519,NA,NA,1000,NA,NA,NA,NA,0.027,NA,NA
2269,B0532,NA,NA,1000,NA,NA,NA,NA,0.054,NA,10
2271,B0535,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
2274,B0540,NA,NA,1000,NA,NA,NA,NA,0.05,NA,27
2277,B0553,NA,NA,1000,NA,NA,NA,NA,0.056,NA,1
2284,B0575,NA,NA,1000,NA,NA,NA,NA,0.059,NA,4
2289,B0588,NA,NA,1000,2015-11-03,NA,FALSE,bracts removed,0.053,NA,73
2298,B0612,NA,NA,1000,NA,NA,NA,NA,0.055,NA,3
2303,B0629,NA,NA,1000,NA,NA,NA,NA,0.05,NA,3
2307,B0634,NA,NA,1000,2015-11-03,NA,FALSE,NA,0.05,NA,NA
2309,B0640,NA,NA,1000,NA,NA,NA,NA,0.054,NA,13
2315,B0650,NA,NA,1000,NA,NA,NA,NA,0.051,NA,1
2318,B0659,NA,NA,1000,NA,NA,NA,NA,0.051,NA,12
2322,B0672,NA,NA,1000,NA,NA,NA,NA,0.052,NA,10
2331,B0690,NA,NA,1000,NA,NA,NA,NA,0.055,NA,12
2332,B0692,NA,NA,1000,NA,NA,NA,NA,0.054,NA,10
2333,B0694,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
2335,B0699,NA,NA,1000,NA,NA,NA,NA,0.054,NA,27
2338,B0707,NA,NA,1000,NA,NA,NA,NA,0.058,NA,1
2342,B0719,NA,NA,1000,NA,NA,NA,NA,0.053,NA,12
2343,B0720,NA,NA,1000,NA,NA,NA,NA,0.055,NA,13
2357,B0758,NA,NA,1000,NA,NA,NA,NA,0.056,NA,5
2359,B0765,NA,NA,1000,NA,NA,NA,NA,0.052,NA,1
2362,B0771,NA,NA,1000,2015-11-05,NA,FALSE,NA,0.049,NA,53
2375,B0801,NA,NA,1000,NA,NA,NA,NA,0.053,NA,10
2382,B0815,NA,NA,1000,NA,NA,NA,NA,0.053,NA,2
2384,B0824,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
2385,B0825,NA,NA,1000,NA,NA,NA,NA,0.051,NA,10
2387,B0835,NA,NA,1000,NA,NA,NA,NA,0.052,NA,12
2395,B0859,NA,NA,1000,NA,NA,NA,NA,0.052,NA,3
2400,B0869,NA,NA,1000,NA,NA,NA,NA,0.054,NA,27
2409,B0893,NA,NA,1000,NA,NA,NA,NA,0.051,NA,10
2427,B0925,NA,NA,1000,NA,NA,NA,NA,0.051,NA,4
2431,B0931,NA,NA,1000,NA,NA,NA,NA,0.056,NA,3
2435,B0941,NA,NA,1000,NA,NA,NA,NA,0.056,NA,1
2461,B1009,NA,NA,1000,NA,NA,NA,NA,0.052,NA,1
2464,B1014,NA,NA,1000,NA,NA,NA,NA,0.06,NA,3
2465,B1018,NA,NA,1000,NA,NA,NA,NA,0.053,NA,10
2467,B1029,NA,NA,1000,NA,NA,NA,NA,0.059,NA,3
2468,B1030,NA,NA,1000,NA,NA,NA,NA,0.054,NA,10
2469,B1031,NA,NA,1000,NA,NA,NA,NA,0.053,NA,10
2471,B1038,NA,NA,1000,NA,NA,NA,NA,0.053,NA,27
2477,B1053,NA,NA,1000,NA,NA,NA,NA,0.051,NA,1
2478,B1056,NA,NA,1000,NA,NA,NA,NA,0.059,NA,10
2484,B1070,NA,NA,1000,NA,NA,NA,NA,0.053,NA,27
2487,B1073,NA,NA,1000,NA,NA,NA,NA,0.059,NA,10
2491,B1081,NA,NA,1000,NA,NA,NA,NA,0.057,NA,5
2499,B1103,NA,NA,1000,NA,NA,NA,NA,0.054,NA,1
2503,B1113,NA,NA,1000,NA,NA,NA,NA,0.057,NA,5
2504,B1115,NA,NA,1000,NA,NA,NA,NA,0.054,NA,4
2505,B1116,NA,NA,1000,NA,NA,NA,NA,0.036,NA,3
2506,B1117,NA,NA,1000,NA,NA,NA,NA,0.058,NA,NA
2509,B1121,NA,NA,1000,NA,NA,NA,NA,0.052,NA,27
2511,B1128,NA,NA,1000,NA,NA,NA,NA,0.02,NA,3
2516,B1143,NA,NA,1000,NA,NA,NA,NA,0.055,NA,3
2517,B1144,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
2519,B1146,NA,NA,1000,NA,NA,NA,NA,0.052,NA,10
2523,B1153,NA,NA,1000,NA,NA,NA,NA,0.064,NA,3
2531,B1168,NA,NA,1000,NA,NA,NA,NA,0.052,NA,1
2533,B1171,NA,NA,1000,NA,NA,NA,NA,0.054,NA,3
2545,B1196,NA,NA,1000,NA,NA,NA,NA,0.051,NA,4
2547,B1199,NA,NA,1000,NA,NA,NA,NA,0.05,NA,3
2551,B1205,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
2555,B1216,NA,NA,1000,NA,NA,NA,NA,0.051,NA,3
2556,B1219,NA,NA,1000,NA,NA,NA,NA,0.057,NA,5
2559,B1230,NA,NA,1000,NA,NA,NA,NA,0.025,NA,3
2562,B1234,NA,NA,1000,NA,NA,NA,NA,0.053,NA,3
2565,B1237,NA,NA,1000,NA,NA,NA,NA,0.055,NA,3
2568,B1242,NA,NA,1000,NA,NA,NA,NA,0.056,NA,20
2569,B1247,NA,NA,1000,NA,NA,NA,NA,0.052,NA,19
2573,B1253,NA,NA,1000,NA,NA,NA,NA,0.054,NA,3
2575,B1259,NA,NA,1000,NA,NA,NA,NA,0.059,NA,3
2576,B1260,NA,NA,1000,NA,NA,NA,NA,0.05,NA,5
2578,B1263,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
2584,B1272,NA,NA,1000,NA,NA,NA,NA,0.008,NA,NA
2585,B1275,NA,NA,1000,NA,NA,NA,NA,0.038,NA,1
2597,B1304,NA,NA,1000,NA,NA,NA,NA,0.056,NA,3
2598,B1308,NA,NA,1000,NA,NA,NA,NA,0.052,NA,28
2602,B1318,NA,NA,1000,NA,NA,NA,NA,0.051,NA,5
2605,B1339,NA,NA,1000,NA,NA,NA,NA,0.052,NA,27
2610,B1358,NA,NA,1000,NA,NA,NA,NA,0.02,NA,NA
2612,B1364,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
2617,B1379,NA,NA,1000,NA,NA,NA,NA,0.053,NA,3
2620,B1384,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
2624,B1391,NA,NA,1000,NA,NA,NA,NA,0.053,NA,3
2632,B1401,NA,NA,1000,NA,NA,NA,NA,0.054,NA,5
2633,B1402,NA,NA,1000,NA,NA,NA,NA,0.033,NA,3
2634,B1403,NA,NA,1000,NA,NA,NA,NA,0.054,NA,3
2638,B1409,NA,NA,1000,NA,NA,NA,NA,0.055,NA,5
2640,B1411,NA,NA,1000,NA,NA,NA,NA,0.057,NA,3
2642,B1421,NA,NA,1000,NA,NA,NA,NA,0.054,NA,3
2644,B1426,NA,NA,1000,NA,NA,NA,NA,0.053,NA,2
2648,B1433,NA,NA,1000,NA,NA,NA,NA,0.06,NA,3
2650,B1439,NA,NA,1000,NA,NA,NA,NA,0.054,NA,3
2653,B1447,NA,NA,1000,NA,NA,NA,NA,0.016,NA,5
2655,B1450,NA,NA,1000,NA,NA,NA,NA,0.053,NA,4
2657,B1456,NA,NA,1000,NA,NA,NA,NA,0.058,NA,3
2659,B1459,NA,NA,1000,NA,NA,NA,NA,0.053,NA,3
2662,B1463,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
2663,B1465,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
2664,B1470,NA,NA,1000,NA,NA,NA,NA,0.052,NA,3
2666,B1478,NA,NA,1000,NA,NA,NA,NA,0.054,NA,3
2669,B1481,NA,NA,1000,NA,NA,NA,NA,0.058,NA,7
2673,B1492,NA,NA,1000,NA,NA,NA,NA,0.056,NA,3
2676,B1496,NA,NA,1000,NA,NA,NA,NA,0.055,NA,3
2677,B1497,NA,NA,1000,NA,NA,NA,NA,0.054,NA,3
2694,B1521,NA,NA,1000,NA,NA,NA,NA,0.052,NA,13
2700,B1529,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
2708,B1541,NA,NA,1000,NA,NA,NA,NA,0.051,NA,3
2716,B1557,NA,NA,1000,NA,NA,NA,NA,0.051,NA,7
2729,B1589,NA,NA,1000,2015-11-01,NA,FALSE,NA,0.048,NA,49
2734,B1597,NA,NA,1000,NA,NA,NA,NA,0.054,NA,5
2741,B1610,NA,NA,1000,NA,NA,NA,NA,0.056,NA,43
2752,B1630,NA,NA,1000,NA,NA,NA,NA,0.051,NA,3
2754,B1632,NA,NA,1000,NA,NA,NA,NA,0.05,NA,3
2755,B1636,NA,NA,1000,NA,NA,NA,NA,0.055,NA,10
2758,B1645,NA,NA,1000,2015-10-30,NA,FALSE,needles removed,0.049,NA,49
2761,B1649,NA,NA,1000,NA,NA,NA,NA,0.052,NA,5
2763,B1652,NA,NA,1000,NA,NA,NA,NA,0.007,NA,3
2771,B1669,NA,NA,1000,NA,NA,NA,NA,0.055,NA,5
2772,B1670,NA,NA,1000,NA,NA,NA,NA,0.05,NA,43
2773,B1671,NA,NA,1000,NA,NA,NA,NA,0.055,NA,3
2776,B1677,NA,NA,1000,NA,NA,NA,NA,0.055,NA,3
2788,B1699,NA,NA,1000,NA,NA,NA,NA,0.051,NA,3
2789,B1701,NA,NA,1000,NA,NA,NA,NA,0.056,NA,36
2792,B1710,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.042,NA,45
2794,B1713,NA,NA,1000,NA,NA,NA,NA,0.056,NA,6
2795,B1714,NA,NA,1000,NA,NA,NA,NA,0.055,NA,19
