observer_id,date,concentration,cv,plate_id,protocol_id,extract_id
BJD,2011-06-01,43.489,6.2,C.2011.56,CB325,1454
BJD,2009-04-17,22.741,NA,C.LTGrid.2008.14,CB325,1455
BJD,2009-04-17,50.077,NA,C.LTGrid.2008.14,CB325,1456
BJD,2009-04-17,18.302,NA,C.LTGrid.2008.14,CB325,1457
BJD,2009-04-17,7.104,NA,C.LTGrid.2008.14,CB325,1458
BJD,2009-04-17,7.625,NA,C.LTGrid.2008.14,CB325,1459
BJD,2009-04-17,11.84,NA,C.LTGrid.2008.14,CB325,1460
BJD,2009-04-17,6.772,NA,C.LTGrid.2008.14,CB325,1461
BJD,2009-04-01,18.939,NA,C.2007.1,CB325,1462
BJD,2009-04-01,11.715,NA,C.2007.1,CB325,1463
BJD,2009-04-01,14.033,NA,C.2007.1,CB325,1464
BJD,2009-04-01,34.628,NA,C.2007.1,CB325,1465
BJD,2009-04-01,37.247,NA,C.2007.1,CB325,1466
BJD,2009-04-01,28.71,NA,C.2007.1,CB325,1467
BJD,2009-04-01,6.433,NA,C.2007.1,CB325,1468
BJD,2009-04-01,15.775,NA,C.2007.1,CB325,1469
BJD,2009-04-01,36.48,NA,C.2007.1,CB325,1470
BJD,2009-04-01,21.672,NA,C.2007.1,CB325,1471
BJD,2009-04-01,40.082,NA,C.2007.1,CB325,1472
BJD,2009-04-01,25.121,NA,C.2007.1,CB325,1473
BJD,2009-04-01,48.954,NA,C.2007.1,CB325,1474
BJD,2009-04-01,21.883,NA,C.2007.1,CB325,1475
BJD,2009-04-01,10.439,NA,C.2007.2,CB325,1476
BJD,2009-04-01,42.66,NA,C.2007.2,CB325,1477
BJD,2009-04-01,91.121,NA,C.2007.2,CB325,1478
BJD,2009-04-01,49.466,NA,C.2007.2,CB325,1479
BJD,2009-04-01,36.198,NA,C.2007.2,CB325,1480
BJD,2009-04-01,44.911,NA,C.2007.2,CB325,1481
BJD,2009-04-01,117.042,NA,C.2007.2,CB325,1482
BJD,2009-04-01,65.144,NA,C.2007.2,CB325,1483
BJD,2009-04-01,14.963,NA,C.2007.2,CB325,1484
BJD,2009-04-01,40.029,NA,C.2007.2,CB325,1485
BJD,2009-04-01,35.512,NA,C.2007.2,CB325,1486
BJD,2009-04-01,38.345,NA,C.2007.2,CB325,1487
BJD,2009-04-01,32.832,NA,C.2007.2,CB325,1488
BJD,2009-04-01,12.722,NA,C.2007.2,CB325,1489
BJD,2009-04-01,21.116,NA,C.2007.2,CB325,1490
BJD,2009-04-01,130.349,NA,C.2007.2,CB325,1491
BJD,2009-04-01,107.087,NA,C.2007.2,CB325,1492
BJD,2009-04-01,59.152,NA,C.2007.2,CB325,1493
BJD,2009-04-01,122.701,NA,C.2007.2,CB325,1494
BJD,2009-04-01,158.109,NA,C.2007.2,CB325,1495
BJD,2009-04-01,33.692,NA,C.2007.2,CB325,1496
BJD,2009-04-01,46.545,NA,C.2007.2,CB325,1497
BJD,2009-04-01,62.617,NA,C.2007.2,CB325,1498
BJD,2009-04-01,40.253,NA,C.2007.2,CB325,1499
BJD,2009-04-01,10.628,NA,C.2007.2,CB325,1500
BJD,2009-04-01,25.909,NA,C.2007.2,CB325,1501
BJD,2009-04-01,98.4,NA,C.2007.2,CB325,1502
BJD,2009-04-01,23.284,NA,C.2007.2,CB325,1503
BJD,2009-04-01,108.317,NA,C.2007.2,CB325,1504
BJD,2009-04-01,16.905,NA,C.2007.2,CB325,1505
BJD,2009-04-01,24.975,NA,C.2007.2,CB325,1506
BJD,2009-04-01,13.43,NA,C.2007.2,CB325,1507
BJD,2009-04-01,35.477,NA,C.2007.2,CB325,1508
BJD,2009-04-01,51.073,NA,C.2007.2,CB325,1509
BJD,2009-04-01,19.454,NA,C.2007.2,CB325,1510
BJD,2011-06-01,12.367,NA,C.2011.56,CB325,1511
BJD,2011-06-01,33.61,6.4,C.2011.56,CB325,1512
BJD,2011-06-01,115.035,NA,C.2011.56,CB325,1514
BJD,2011-06-01,17.602,2.7,C.2011.56,CB325,1515
BJD,2011-05-15,25.756,3.8,C.2011.2,CB3210,1525
BJD,2011-05-15,54.307,11.7,C.2011.2,CB3210,1527
BJD,2011-05-26,10.818,21.3,C.2011.20,CB325,1541
BJD,2011-05-23,60.779,1.8,C.2011.11,CB325,1547
BJD,2011-05-26,61.771,5.4,C.2011.20,CB325,1548
BJD,2011-05-29,24.393,1.2,C.2011.40,CB325,1554
BJD,2011-05-26,22.279,2.7,C.2011.20,CB325,1555
BJD,2011-05-24,11.695,NA,C.2011.15,CB325,1565
BJD,2011-05-26,96.43,6.2,C.2011.21,CB325,1566
BJD,2011-05-28,5.719,2.5,C.2011.31,CB325,1567
BJD,2011-05-28,29.718,5.9,C.2011.32,CB325,1568
BJD,2011-05-27,36.395,7.5,C.2011.29,CB325,1569
BJD,2011-05-23,38.71,12.5,C.2011.11,CB325,1575
BJD,2011-05-28,19.394,10.3,C.2011.35,CB325,1578
BJD,2011-05-26,134.648,18.9,C.2011.21,CB325,1581
BJD,2011-05-26,19.249,4.3,C.2011.20,CB325,1583
BJD,2011-05-25,18.229,10,C.2011.19,CB325,1585
BJD,2011-05-22,11.6,NA,C.2011.7,CB325,1587
BJD,2011-05-28,12.135,3.3,C.2011.32,CB325,1589
BJD,2011-05-22,27.102,15.2,C.2011.7,CB325,7
BJD,2011-05-27,18.054,3.7,C.2011.25,CB325,1592
BJD,2011-05-28,118.841,1.1,C.2011.33,CB325,1593
BJD,2011-05-26,47.295,9.2,C.2011.21,CB325,1594
BJD,2011-05-22,29.017,0.5,C.2011.10,CB325,8
BJD,2011-05-26,26.887,4.8,C.2011.24,CB325,1598
BJD,2011-05-26,12.295,NA,C.2011.20,CB325,1610
BJD,2011-05-27,10.088,8.9,C.2011.26,CB325,1615
BJD,2011-05-26,30.418,0,C.2011.20,CB325,1618
BJD,2011-05-27,36.399,11.5,C.2011.26,CB325,1620
BJD,2011-05-26,40.973,NA,C.2011.21,CB325,1627
BJD,2011-05-25,92.167,5.9,C.2011.19,CB325,1629
BJD,2011-05-27,26.156,NA,C.2011.25,CB325,1631
BJD,2011-05-28,14.768,22,C.2011.33,CB325,1632
BJD,2011-05-26,11.124,14.3,C.2011.21,CB325,1637
BJD,2011-05-26,31.362,1.2,C.2011.20,CB325,1642
BJD,2011-05-26,36.138,NA,C.2011.21,CB325,1646
BJD,2011-05-27,15.521,NA,C.2011.26,CB325,1648
BJD,2011-05-28,18.486,NA,C.2011.32,CB325,1650
BJD,2011-05-27,68.224,8.6,C.2011.26,CB325,1653
BJD,2011-05-22,39.375,NA,C.2011.8,CB325,1654
BJD,2011-05-23,17.772,NA,C.2011.11,CB325,1659
BJD,2011-05-30,37.461,NA,C.2011.43,CB325,1661
BJD,2011-05-26,36.474,11.7,C.2011.23,CB325,1662
BJD,2011-05-25,86.06,4.1,C.2011.19,CB325,1663
BJD,2011-05-23,16.96,14.1,C.2011.11,CB325,1666
BJD,2011-05-25,12.931,9.4,C.2011.19,CB325,1668
BJD,2011-05-27,22.634,NA,C.2011.25,CB325,1670
BJD,2011-05-26,41.951,0.2,C.2011.21,CB325,1671
BJD,2011-05-24,133.845,4.5,C.2011.15,CB325,1673
BJD,2011-05-26,52.889,18.1,C.2011.21,CB325,1675
BJD,2011-05-28,59.768,7.1,C.2011.31,CB325,1680
BJD,2011-05-28,12.273,8.9,C.2011.34,CB325,1683
BJD,2011-05-23,84.612,6.4,C.2011.13,CB325,1684
BJD,2011-05-23,53.228,5,C.2011.14,CB325,1686
BJD,2011-05-26,9.676,NA,C.2011.20,CB325,1691
BJD,2011-05-27,22.473,NA,C.2011.26,CB325,1692
BJD,2011-05-23,16.977,5.2,C.2011.11,CB325,1693
BJD,2011-05-28,18.065,NA,C.2011.31,CB325,1696
BJD,2011-05-24,16.53,NA,C.2011.16,CB325,1702
BJD,2011-05-22,71.54,6.1,C.2011.9,CB325,1704
BJD,2011-05-22,19.016,12.9,C.2011.10,CB325,1705
BJD,2011-05-28,38.313,NA,C.2011.33,CB325,1706
BJD,2011-05-23,33.613,14.6,C.2011.11,CB325,1708
BJD,2011-05-22,14.593,5.7,C.2011.8,CB325,1713
BJD,2011-05-22,22.074,10.3,C.2011.7,CB325,1714
BJD,2011-05-22,11.684,15.2,C.2011.9,CB325,1715
BJD,2011-05-22,12.391,20.4,C.2011.10,CB325,1717
BJD,2011-05-27,59.024,1,C.2011.25,CB325,1719
BJD,2011-05-27,23.075,12.1,C.2011.26,CB325,9
BJD,2011-05-22,13.761,14.6,C.2011.7,CB325,1723
BJD,2011-05-22,15.37,2.9,C.2011.9,CB325,1727
BJD,2011-05-26,12.616,NA,C.2011.21,CB325,1729
BJD,2011-05-28,35.669,9.8,C.2011.32,CB325,1731
BJD,2011-05-22,32.381,9,C.2011.8,CB325,1733
BJD,2011-05-22,32.375,4.7,C.2011.16,CB325,1735
BJD,2011-05-23,16.618,18.2,C.2011.11,CB325,1736
BJD,2011-05-22,30.24,16,C.2011.8,CB325,1737
BJD,2011-05-27,17.021,2,C.2011.26,CB325,1739
BJD,2011-05-22,43.836,3.7,C.2011.7,CB325,1741
BJD,2011-05-22,16.436,3.8,C.2011.8,CB325,1742
BJD,2011-05-27,23.781,3.3,C.2011.25,CB325,1745
BJD,2011-05-26,15.14,2.8,C.2011.20,CB325,1747
BJD,2011-05-29,32.167,NA,C.2011.39,CB325,1750
BJD,2011-05-27,15.786,3.6,C.2011.20,CB325,1752
BJD,2011-05-23,56.146,10.5,C.2011.11,CB325,1756
BJD,2011-05-22,71.023,8.2,C.2011.9,CB325,1758
BJD,2011-05-26,17.958,1.1,C.2011.21,CB325,1759
BJD,2011-05-23,21.467,4.9,C.2011.11,CB325,1761
BJD,2011-05-26,41.825,NA,C.2011.20,CB325,1765
BJD,2011-05-24,55.692,1.1,C.2011.16,CB325,1769
BJD,2011-05-22,18.597,17.8,C.2011.7,CB325,1771
BJD,2011-05-28,16.699,0,C.2011.31,CB325,1772
BJD,2011-05-26,34.669,25.8,C.2011.20,CB325,1773
BJD,2011-05-24,13.031,15.4,C.2011.16,CB325,1775
BJD,2011-05-25,10.083,2.8,C.2011.19,CB325,1777
BJD,2011-05-28,24.623,0.2,C.2011.33,CB325,1778
BJD,2011-05-25,65.166,NA,C.2011.19,CB325,1779
BJD,2011-05-26,2.66,0,C.2011.21,CB325,1780
BJD,2011-05-25,9.457,5.3,C.2011.19,CB325,1782
BJD,2011-05-22,44.14,6.3,C.2011.8,CB325,1783
BJD,2011-05-28,20.794,9.7,C.2011.35,CB325,1785
BJD,2011-05-28,11.39,11.4,C.2011.32,CB325,1789
BJD,2011-05-23,22.552,0.5,C.2011.11,CB325,1791
BJD,2011-05-23,12.894,3.7,C.2011.11,CB325,1794
BJD,2011-05-23,79.224,3.1,C.2011.11,CB325,1795
BJD,2011-05-22,15.433,6.1,C.2011.8,CB325,1796
BJD,2011-05-27,13.146,3.4,C.2011.30,CB325,1797
BJD,2011-05-22,77.979,6.7,C.2011.10,CB325,1802
BJD,2011-05-22,65.27,NA,C.2011.8,CB325,1804
BJD,2011-05-22,20.813,4.1,C.2011.7,CB325,1806
BJD,2011-05-22,11.685,13,C.2011.9,CB325,1808
BJD,2011-05-22,25.155,8.7,C.2011.8,CB325,1809
BJD,2011-05-27,20.292,NA,C.2011.25,CB325,1811
BJD,2011-05-29,21.219,1,C.2011.39,CB325,1812
BJD,2011-05-22,39.518,3.7,C.2011.10,CB325,1813
BJD,2011-05-28,6.767,NA,C.2011.32,CB325,1815
BJD,2011-05-27,15.912,2.2,C.2011.26,CB325,1816
BJD,2011-05-22,31.352,11.8,C.2011.10,CB325,1817
BJD,2011-05-23,17.141,4.9,C.2011.11,CB325,1818
BJD,2011-05-22,26.573,17.5,C.2011.10,CB325,1821
BJD,2011-05-23,13.983,12.8,C.2011.13,CB325,1822
BJD,2011-05-27,37.38,7.5,C.2011.26,CB325,1824
BJD,2011-05-27,7.918,9,C.2011.29,CB325,1825
BJD,2011-05-22,27.155,14.5,C.2011.10,CB325,1827
BJD,2011-05-22,27.155,14.5,C.2011.10,CB325,1827
BJD,2011-05-22,8.304,13.1,C.2011.8,CB325,1829
BJD,2011-05-26,26,0.8,C.2011.22,CB325,1830
BJD,2011-05-22,58.613,10.5,C.2011.8,CB325,1831
BJD,2011-05-26,10.623,5.3,C.2011.22,CB325,1834
BJD,2011-05-25,52.93,4.3,C.2011.19,CB325,1837
BJD,2011-05-27,9.68,13.5,C.2011.29,CB325,11
BJD,2011-05-22,47.649,7.6,C.2011.9,CB325,1841
BJD,2011-05-22,14.386,10.4,C.2011.8,CB325,1844
BJD,2011-05-31,11.901,20.1,C.2011.53,CB325,1845
BJD,2011-05-26,5.899,NA,C.2011.22,CB325,1849
BJD,2011-05-23,12.352,2.9,C.2011.11,CB325,1850
BJD,2011-05-26,3.144,NA,C.2011.20,CB325,1852
BJD,2011-05-23,10.716,4.2,C.2011.11,CB325,1853
BJD,2011-05-23,29.73,17.7,C.2011.13,CB325,1854
BJD,2011-05-22,69.829,12,C.2011.10,CB325,1855
BJD,2011-05-28,6.05,NA,C.2011.32,CB325,1856
BJD,2011-05-28,14.192,2.2,C.2011.34,CB325,1857
BJD,2011-05-22,19.454,1.4,C.2011.8,CB325,1860
BJD,2011-05-22,22.087,10.8,C.2011.8,CB325,1862
BJD,2011-05-28,16.671,NA,C.2011.31,CB325,1865
BJD,2011-05-26,8.831,18.9,C.2011.20,CB325,1866
BJD,2011-05-27,28.203,11.8,C.2011.25,CB325,1867
BJD,2011-05-27,25.047,NA,C.2011.26,CB325,1868
BJD,2011-05-22,26.686,4.2,C.2011.10,CB325,1871
BJD,2011-05-22,48.465,8.9,C.2011.10,CB325,1873
BJD,2011-05-23,16.665,33.8,C.2011.11,CB325,1874
BJD,2011-05-23,7.458,3.8,C.2011.13,CB325,1875
BJD,2011-05-26,12.244,3.6,C.2011.20,CB325,1876
BJD,2011-05-27,9.793,11.8,C.2011.25,CB325,1878
BJD,2011-05-26,15.894,15.4,C.2011.21,CB325,1879
BJD,2011-05-27,14.323,13.9,C.2011.26,CB325,1881
BJD,2011-05-22,29.359,10.3,C.2011.7,CB325,1882
BJD,2011-05-31,29.662,7.3,C.2011.51,CB325,1883
BJD,2011-05-26,19.478,3.9,C.2011.21,CB325,1886
BJD,2011-05-22,12.282,10.3,C.2011.8,CB325,1887
BJD,2011-05-24,13.86,4.6,C.2011.15,CB325,1888
BJD,2011-05-26,50.242,1.2,C.2011.20,CB325,1889
BJD,2011-05-22,52.4,2.8,C.2011.9,CB325,1890
BJD,2011-05-28,6.385,9.1,C.2011.34,CB325,1892
BJD,2011-05-22,14.035,12.7,C.2011.7,CB325,1894
BJD,2011-05-22,14.513,10.2,C.2011.7,CB325,1896
BJD,2011-05-27,19.177,10.7,C.2011.26,CB325,1897
BJD,2011-05-22,8.882,17.6,C.2011.9,CB325,1898
BJD,2011-05-27,13.398,6.4,C.2011.29,CB325,1900
BJD,2011-05-23,41.055,0.9,C.2011.11,CB325,1902
BJD,2011-05-26,19.826,18.8,C.2011.21,CB325,1904
BJD,2011-05-23,74.045,20.9,C.2011.13,CB325,1905
BJD,2011-05-22,19.109,14.3,C.2011.9,CB325,1906
BJD,2011-05-22,16.804,12.2,C.2011.9,CB325,1907
BJD,2011-05-22,18.852,10.1,C.2011.10,CB325,1908
BJD,2011-05-23,13.101,NA,C.2011.11,CB325,1909
BJD,2011-05-24,10.457,9.7,C.2011.16,CB325,1910
BJD,2011-05-24,54.575,10.8,C.2011.16,CB325,1911
BJD,2011-05-22,34.402,0.4,C.2011.9,CB325,1914
BJD,2011-05-25,15.473,NA,C.2011.19,CB325,1916
BJD,2011-05-26,20.484,0.4,C.2011.24,CB325,1917
BJD,2011-05-28,9.845,NA,C.2011.32,CB325,1918
BJD,2011-05-26,35.315,NA,C.2011.20,CB325,1920
BJD,2011-05-22,34.781,16.4,C.2011.10,CB325,1921
BJD,2011-05-27,11.569,3.8,C.2011.29,CB325,1922
BJD,2011-05-26,18.652,17.1,C.2011.20,CB325,1923
BJD,2011-05-22,12.155,11.8,C.2011.9,CB325,1924
BJD,2011-05-26,18.205,16.6,C.2011.23,CB325,1926
BJD,2011-05-28,13.137,5.4,C.2011.32,CB325,1927
BJD,2011-05-28,60.982,NA,C.2011.34,CB325,1929
BJD,2011-05-28,27.322,9.7,C.2011.33,CB325,1930
BJD,2011-05-22,35.049,1.5,C.2011.9,CB325,1931
BJD,2011-05-28,15.999,7.1,C.2011.35,CB325,1933
BJD,2011-05-23,12.616,6.6,C.2011.11,CB325,1935
BJD,2011-05-22,18.45,4.3,C.2011.8,CB325,1936
BJD,2011-05-23,12.194,NA,C.2011.13,CB325,1937
BJD,2011-05-23,7.822,0.3,C.2011.11,CB325,1943
BJD,2011-05-22,28.616,8.8,C.2011.9,CB325,1944
BJD,2011-05-26,16.794,1.1,C.2011.17,CB325,1949
