id,poop_id,extraction_date,extraction_observer_id,extraction_volume,weigh_date,weigh_observer_id,hair,contaminants_removed,mass_g,extra,box_id
3551,B3916,NA,NA,1000,NA,NA,NA,NA,0.056,NA,18
3552,B3917,NA,NA,1000,NA,NA,NA,NA,0.052,NA,19
3553,B3919,NA,NA,1000,NA,NA,NA,NA,0.054,NA,19
3553,B3919,NA,NA,1000,NA,NA,NA,NA,0.054,NA,45
3554,B3920,NA,NA,1000,NA,NA,NA,NA,0.054,NA,6
3555,B3921,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.053,NA,75
3556,B3923,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.052,NA,45
3556,B3923,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.052,NA,45
3557,B3926,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3558,B3928,NA,NA,1000,NA,NA,NA,NA,0.057,NA,17
3559,B3930,NA,NA,1000,NA,NA,NA,NA,0.055,NA,17
3560,B3932,NA,NA,1000,2015-11-19,NA,FALSE,needles removed,0.033,NA,75
3561,B3934,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.05,NA,45
3561,B3934,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.05,NA,13
3562,B3935,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
3563,B3938,NA,NA,1000,2015-12-01,NA,TRUE,NA,0.052,NA,45
3564,B3941,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.053,NA,NA
3565,B3942,NA,NA,1000,2015-11-20,NA,TRUE,leaves removed,0.047,NA,75
3566,B3944,NA,NA,1000,2015-11-19,NA,FALSE,leaves removed,0.053,NA,76
3567,B3948,NA,NA,1000,2015-11-23,NA,FALSE,leaves removed,0.022,NA,76
3567,B3948,NA,NA,1000,2015-11-23,NA,FALSE,leaves removed,0.022,NA,20
3568,B3951,NA,NA,1000,NA,NA,NA,NA,0.062,NA,NA
3569,B3952,NA,NA,1000,NA,NA,NA,NA,0.053,NA,6
3570,B3953,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3571,B3954,NA,NA,1000,NA,NA,NA,NA,0.064,NA,13
3572,B3956,NA,NA,1000,NA,NA,NA,NA,0.056,NA,18
3573,B3957,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.05,NA,76
3574,B3960,NA,NA,1000,NA,NA,NA,NA,0.046,NA,NA
3575,B3961,NA,NA,1000,NA,NA,NA,NA,0.054,NA,7
3575,B3961,NA,NA,1000,NA,NA,NA,NA,0.054,NA,17
3576,B3963,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.051,NA,76
3577,B3968,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.05,NA,18
3577,B3968,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.05,NA,20
3578,B3969,NA,NA,1000,NA,NA,NA,NA,0.052,NA,19
3579,B3970,NA,NA,1000,NA,NA,NA,NA,0.052,NA,7
3580,B3971,NA,NA,1000,NA,NA,NA,NA,0.041,NA,NA
3581,B3972,NA,NA,1000,NA,NA,NA,NA,0.024,NA,13
3582,B3976,NA,NA,1000,2015-11-23,NA,FALSE,leaves removed,0.051,NA,76
3583,B3977,NA,NA,1000,2015-11-24,NA,FALSE,needles removed,0.046,NA,45
3584,B3978,NA,NA,1000,NA,NA,NA,NA,0.057,NA,7
3585,B3979,NA,NA,1000,NA,NA,NA,NA,0.051,NA,13
3586,B3980,NA,NA,1000,NA,NA,NA,NA,0.055,NA,13
3587,B3981,NA,NA,1000,2015-11-20,NA,FALSE,needles removed,0.049,NA,NA
3588,B3984,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.052,NA,NA
3589,B3986,NA,NA,1000,NA,NA,NA,NA,0.058,NA,76
3589,B3986,NA,NA,1000,NA,NA,NA,NA,0.058,NA,18
3590,B3990,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3591,B3991,NA,NA,1000,2015-11-24,NA,NA,NA,0.056,NA,76
3592,B3992,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.018,NA,76
3593,B3993,NA,NA,1000,2015-12-01,NA,NA,NA,0.051,NA,45
3594,B3994,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3595,B3995,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.04,NA,45
3596,B3996,NA,NA,1000,NA,NA,NA,NA,0.054,NA,7
3596,B3996,NA,NA,1000,NA,NA,NA,NA,0.054,NA,18
3597,B3997,NA,NA,1000,NA,NA,NA,NA,0.044,NA,13
3598,B4002,NA,NA,1000,NA,NA,NA,NA,0.058,NA,76
3598,B4002,NA,NA,1000,NA,NA,NA,NA,0.058,NA,7
3599,B4003,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.052,NA,NA
3600,B4004,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.05,NA,74
3601,B4005,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.051,NA,74
3601,B4005,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.051,NA,45
3602,B4006,NA,NA,1000,2015-11-19,NA,FALSE,grass removed,0.046,NA,74
3603,B4007,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.052,NA,74
3604,B4011,NA,NA,1000,2015-11-24,NA,FALSE,bract and needles removed,0.049,NA,74
3605,B4015,NA,NA,1000,NA,NA,NA,NA,0.052,NA,7
3606,B4017,NA,NA,1000,NA,NA,NA,NA,0.052,NA,18
3607,B4020,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3608,B4024,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.053,NA,74
3609,B4025,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.052,NA,74
3610,B4033,NA,NA,1000,NA,NA,NA,NA,0.053,NA,18
3611,B4035,NA,NA,1000,NA,NA,NA,NA,0.053,NA,7
3612,B4036,NA,NA,1000,2015-12-01,NA,FALSE,bract and leaves removed,0.048,NA,45
3613,B4039,NA,NA,1000,NA,NA,NA,NA,0.062,NA,NA
3614,B4040,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3615,B4041,NA,NA,1000,2015-11-23,NA,FALSE,needles removed,0.049,NA,74
3616,B4047,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.048,NA,74
3617,B4048,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.045,NA,74
3617,B4048,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.045,NA,20
3618,B4052,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.048,NA,74
3618,B4052,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.048,NA,20
3619,B4053,NA,NA,1000,2015-11-22,NA,FALSE,bracts removed,0.053,NA,74
3620,B4057,NA,NA,1000,NA,NA,NA,NA,0.055,NA,7
3621,B4058,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.052,NA,74
3622,B4061,NA,NA,1000,NA,NA,NA,NA,0.054,NA,36
3623,B4063,NA,NA,1000,2015-12-15,NA,FALSE,NA,0.048,NA,45
3624,B4064,NA,NA,1000,2015-12-16,NA,TRUE,NA,0.05,NA,45
3625,B4066,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.052,NA,45
3626,B4067,NA,NA,1000,2015-12-15,NA,FALSE,NA,0.053,NA,45
3627,B4068,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.052,NA,74
3628,B4070,NA,NA,1000,NA,NA,NA,NA,0.054,NA,18
3629,B4071,NA,NA,1000,2015-11-19,NA,FALSE,bracts removed,0.052,NA,74
3630,B4073,NA,NA,1000,NA,NA,NA,NA,0.052,NA,19
3631,B4076,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.052,NA,74
3632,B4078,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.045,NA,74
3632,B4078,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.045,NA,71
3633,B4078,NA,NA,1000,2015-12-16,NA,TRUE,"bract, leaf, and needle removed",0.049,NA,74
3633,B4078,NA,NA,1000,2015-12-16,NA,TRUE,"bract, leaf, and needle removed",0.049,NA,71
3634,B4081,NA,NA,1000,2015-11-30,NA,FALSE,bracts removed,0.05,NA,71
3635,B4082,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
3636,B4086,NA,NA,1000,NA,NA,NA,NA,0.053,NA,19
3637,B4087,NA,NA,1000,NA,NA,NA,NA,0.055,NA,7
3638,B4089,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3639,B4091,NA,NA,1000,2015-12-15,NA,FALSE,NA,0.046,NA,71
3640,B4093,NA,NA,1000,2015-12-16,NA,FALSE,bract and needles removed,0.051,NA,71
3640,B4093,NA,NA,1000,2015-12-16,NA,FALSE,bract and needles removed,0.051,NA,71
3641,B4095,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
3642,B4096,NA,NA,1000,2015-11-20,NA,FALSE,bract and needles removed,0.048,NA,74
3643,B4098,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.05,NA,71
3644,B4099,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.051,NA,74
3645,B4101,NA,NA,1000,NA,NA,NA,NA,0.056,NA,17
3646,B4104,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.051,NA,74
3647,B4108,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.051,NA,74
3648,B4114,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3649,B4116,NA,NA,1000,NA,NA,NA,NA,0.053,NA,19
3650,B4123,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3651,B4127,NA,NA,1000,NA,NA,NA,NA,0.052,NA,7
3652,B4133,NA,NA,1000,2015-11-23,NA,FALSE,leaves removed,0.053,NA,74
3653,B4142,NA,NA,1000,2015-11-19,NA,FALSE,bracts removed,0.051,NA,NA
3654,B4149,NA,NA,1000,NA,NA,NA,NA,0.045,NA,18
3655,B4154,NA,NA,1000,NA,NA,NA,NA,0.057,NA,43
3656,B4156,NA,NA,1000,NA,NA,NA,NA,0.054,NA,18
3657,B4170,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.022,NA,74
3658,B4174,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.052,NA,74
3659,B4180,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.052,NA,74
3660,B4183,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3661,B4189,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
3662,B4194,NA,NA,1000,NA,NA,NA,NA,0.014,NA,NA
3663,B4201,NA,NA,1000,2015-11-20,NA,FALSE,leaves removed,0.052,NA,74
3664,B4206,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.052,NA,NA
3665,B4207,NA,NA,1000,2015-11-19,NA,FALSE,grass removed,0.05,NA,74
3666,B4211,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.053,NA,74
3667,B4212,NA,NA,1000,2015-11-23,NA,FALSE,bract and grass removed,0.031,NA,74
3668,B4219,NA,NA,1000,NA,NA,NA,NA,0.053,NA,18
3669,B4220,NA,NA,1000,NA,NA,NA,NA,0.053,NA,7
3670,B4225,NA,NA,1000,NA,NA,NA,NA,0.051,NA,7
3671,B4230,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3672,B4237,NA,NA,1000,2015-11-24,NA,FALSE,needles removed,0.048,NA,74
3673,B4243,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.051,NA,NA
3674,B4247,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.046,NA,74
3675,B4255,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.054,NA,74
3676,B4259,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.052,NA,71
3677,B4265,NA,NA,1000,NA,NA,NA,NA,0.039,NA,NA
3678,B4272,NA,NA,1000,NA,NA,NA,NA,0.061,NA,NA
3679,B4277,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.047,NA,74
3680,B4279,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.053,NA,74
3681,B4284,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
3682,B4285,NA,NA,1000,NA,NA,NA,NA,0.056,NA,7
3683,B4294,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3684,B4300,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.054,NA,74
3685,B4301,NA,NA,1000,2015-11-23,NA,TRUE,needles removed,0.052,NA,74
3686,B4302,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
3687,B4307,NA,NA,1000,2015-11-19,NA,FALSE,grass removed,0.047,NA,74
3688,B4316,NA,NA,1000,2015-11-23,NA,FALSE,bracts removed,0.053,NA,74
3689,B4318,NA,NA,1000,NA,NA,NA,NA,0.052,NA,8
3690,B4332,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.051,NA,74
3691,B4334,NA,NA,1000,NA,NA,NA,NA,0.056,NA,20
3692,B4341,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.048,NA,74
3693,B4342,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
3694,B4343,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
3695,B4345,NA,NA,1000,NA,NA,NA,NA,0.054,NA,7
3696,B4349,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.05,NA,74
3697,B4352,NA,NA,1000,NA,NA,NA,NA,0.05,NA,43
3698,B4355,NA,NA,1000,NA,NA,NA,NA,0.055,NA,7
3699,B4364,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
3700,B4371,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3701,B4388,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
3702,B4394,NA,NA,1000,NA,NA,NA,NA,0.052,NA,17
3703,B4396,NA,NA,1000,2015-11-20,NA,FALSE,grass removed,0.05,NA,74
3704,B4397,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.039,NA,71
3705,B4400,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3706,B4401,NA,NA,1000,2015-11-19,NA,FALSE,leaves removed,0.05,NA,74
3707,B4408,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.011,NA,71
3708,B4410,NA,NA,1000,NA,NA,NA,NA,0.054,NA,17
3709,B4416,NA,NA,1000,NA,NA,NA,NA,0.055,NA,7
3710,B4418,NA,NA,1000,NA,NA,NA,NA,0.053,NA,13
3711,B4428,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3712,B4430,NA,NA,1000,NA,NA,NA,NA,0.054,NA,17
3713,B4432,NA,NA,1000,NA,NA,NA,NA,0.021,NA,17
3714,B4434,NA,NA,1000,2015-11-23,NA,FALSE,needles removed,0.0502,NA,74
3715,B4435,NA,NA,1000,NA,NA,NA,NA,0.037,NA,7
3716,B4440,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.05,NA,71
3717,B4443,NA,NA,1000,NA,NA,NA,NA,0.052,NA,13
3718,B4444,NA,NA,1000,2015-12-16,NA,FALSE,NA,0.051,NA,71
3719,B4450,NA,NA,1000,NA,NA,NA,NA,0.04,NA,NA
3720,B4452,NA,NA,1000,NA,NA,NA,NA,0.056,NA,7
3721,B4453,NA,NA,1000,2015-11-20,NA,FALSE,needles removed,0.05,NA,74
3722,B4459,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3723,B4461,NA,NA,1000,2015-11-23,NA,FALSE,bracts removed,0.052,NA,74
3724,B4462,NA,NA,1000,NA,NA,NA,NA,0.051,NA,17
3725,B4463,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.052,NA,74
3726,B4465,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
3727,B4468,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3728,B4471,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.047,NA,74
3729,B4478,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.05,NA,74
3730,B4486,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3731,B4488,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3732,B4494,NA,NA,1000,NA,NA,NA,NA,0.05,NA,18
3733,B4495,NA,NA,1000,NA,NA,NA,NA,0.057,NA,8
3734,B4497,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
3735,B4503,NA,NA,1000,NA,NA,NA,NA,0.054,NA,17
3736,B4506,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
3737,B4507,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.054,NA,74
3738,B4509,NA,NA,1000,2015-11-22,NA,FALSE,grass removed,0.046,NA,NA
3739,B4511,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.052,NA,74
3740,B4515,NA,NA,1000,2015-11-20,NA,FALSE,bract and leaves removed,0.058,NA,NA
3741,B4516,NA,NA,1000,NA,NA,NA,NA,0.057,NA,NA
3742,B4518,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.05,NA,74
3743,B4521,NA,NA,1000,2015-12-14,NA,TRUE,bract and grass removed,0.051,NA,71
3744,B4529,NA,NA,1000,NA,NA,NA,NA,0.056,NA,18
3745,B4532,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3746,B4533,NA,NA,1000,2015-11-19,NA,TRUE,needles removed,0.05,NA,75
3747,B4539,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.059,NA,NA
3748,B4543,NA,NA,1000,NA,NA,NA,NA,0.055,NA,17
3749,B4545,NA,NA,1000,NA,NA,NA,NA,0.053,NA,7
3750,B4547,NA,NA,1000,NA,NA,NA,NA,0.055,NA,19
3751,B4551,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.048,NA,NA
3752,B4560,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.048,NA,75
3753,B4563,NA,NA,1000,2015-11-23,NA,FALSE,bracts removed,0.05,NA,75
3754,B4566,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.05,NA,75
3755,B4569,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.05,NA,71
3756,B4580,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
3757,B4581,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.051,NA,75
3758,B4583,NA,NA,1000,NA,NA,NA,NA,0.056,NA,7
3759,B4585,NA,NA,1000,2015-11-23,NA,FALSE,leaves removed,0.051,NA,NA
3760,B4592,NA,NA,1000,2015-11-19,NA,FALSE,leaves removed,0.05,NA,75
3761,B4597,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
3762,B4598,NA,NA,1000,NA,NA,NA,NA,0.053,NA,6
3763,C0004,NA,NA,1000,NA,NA,NA,NA,0.058,NA,43
3764,C0005,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
3765,C0006,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3766,C0011,NA,NA,1000,NA,NA,NA,NA,0.054,NA,6
3767,C0012,NA,NA,1000,NA,NA,NA,NA,0.054,NA,18
3768,C0013,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3769,C0014,NA,NA,1000,2015-11-30,NA,TRUE,NA,0.052,NA,71
3770,C0015,NA,NA,1000,NA,NA,NA,NA,0.053,NA,13
3771,C0019,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.052,NA,71
3772,C0023,NA,NA,1000,2015-12-01,NA,FALSE,bracts removed,0.054,NA,71
3773,C0026,NA,NA,1000,NA,NA,NA,NA,0.033,NA,8
3774,C0027,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.048,NA,71
3775,C0028,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
3776,C0029,NA,NA,1000,NA,NA,NA,NA,0.05,NA,7
3777,C0030,NA,NA,1000,NA,NA,NA,NA,0.047,NA,NA
3778,C0034,NA,NA,1000,2015-11-24,NA,TRUE,NA,0.05,NA,NA
3779,C0037,NA,NA,1000,NA,NA,NA,NA,0.05,NA,19
3780,C0039,NA,NA,1000,NA,NA,NA,NA,0.058,NA,NA
3781,C0041,NA,NA,1000,NA,NA,NA,NA,0.053,NA,8
3782,C0044,NA,NA,1000,NA,NA,NA,NA,0.053,NA,7
3783,C0045,NA,NA,1000,NA,NA,NA,NA,0.053,NA,8
3784,C0047,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3785,C0048,NA,NA,1000,NA,NA,NA,NA,0.054,NA,19
3786,C0050,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
3787,C0054,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3788,C0056,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
3789,C0058,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.052,NA,71
3790,C0062,NA,NA,1000,NA,NA,NA,NA,0.052,NA,20
3791,C0063,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.049,NA,71
3792,C0064,NA,NA,1000,2015-11-24,NA,FALSE,leaves removed,0.05,NA,71
3793,C0067,NA,NA,1000,2015-12-01,NA,TRUE,NA,0.05,NA,71
3794,C0068,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3795,C0071,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.042,NA,71
3796,C0073,NA,NA,1000,NA,NA,NA,NA,0.051,NA,13
3797,C0074,NA,NA,1000,NA,NA,NA,NA,0.052,NA,8
3798,C0075,NA,NA,1000,NA,NA,NA,NA,0.054,NA,20
3799,C0080,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.05,NA,71
3800,C0081,NA,NA,1000,2015-11-30,NA,TRUE,bracts removed,0.05,NA,71
3801,C0082,NA,NA,1000,NA,NA,NA,NA,0.056,NA,20
3802,C0089,NA,NA,1000,NA,NA,NA,NA,0.057,NA,19
3803,C0091,NA,NA,1000,NA,NA,NA,NA,0.057,NA,NA
3804,C0093,NA,NA,1000,NA,NA,NA,NA,0.052,NA,20
3805,C0094,NA,NA,1000,2015-11-24,NA,TRUE,NA,0.05,NA,71
3806,C0095,NA,NA,1000,NA,NA,NA,NA,0.052,NA,8
3807,C0096,NA,NA,1000,NA,NA,NA,NA,0.056,NA,6
3808,C0098,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3809,C0101,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.051,NA,71
3810,C0102,NA,NA,1000,2015-12-01,NA,TRUE,gunk removed,0.051,NA,71
3811,C0103,NA,NA,1000,NA,NA,NA,NA,0.055,NA,20
3812,C0104,NA,NA,1000,2015-11-24,NA,TRUE,bracts removed,0.048,NA,71
3813,C0108,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.033,NA,71
3814,C0111,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.047,NA,71
3815,C0113,NA,NA,1000,NA,NA,NA,NA,0.055,NA,7
3816,C0114,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
3817,C0115,NA,NA,1000,NA,NA,NA,NA,0.051,NA,19
3818,C0117,NA,NA,1000,2015-11-30,NA,TRUE,NA,0.05,NA,71
3819,C0121,NA,NA,1000,NA,NA,NA,NA,0.051,NA,6
3820,C0124,NA,NA,1000,NA,NA,NA,NA,0.056,NA,13
3821,C0125,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.05,NA,71
3822,C0126,NA,NA,1000,NA,NA,NA,NA,0.057,NA,20
3823,C0127,NA,NA,1000,NA,NA,NA,NA,0.054,NA,18
3824,C0128,NA,NA,1000,2015-12-01,NA,FALSE,bracts removed,0.054,NA,71
3825,C0131,NA,NA,1000,NA,NA,NA,NA,0.053,NA,19
3826,C0133,NA,NA,1000,NA,NA,NA,NA,0.054,NA,19
3827,C0135,NA,NA,1000,NA,NA,NA,NA,0.053,NA,7
3828,C0137,NA,NA,1000,2015-12-16,NA,FALSE,NA,0.05,NA,71
3829,C0138,NA,NA,1000,2015-11-24,NA,FALSE,needles removed,0.05,NA,72
3830,C0140,NA,NA,1000,NA,NA,NA,NA,0.052,NA,13
3831,C0143,NA,NA,1000,NA,NA,NA,NA,0.053,NA,18
3832,C0144,NA,NA,1000,NA,NA,NA,NA,0.057,NA,17
3833,C0145,NA,NA,1000,2015-12-01,NA,FALSE,bracts removed,0.048,NA,72
3834,C0147,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.052,NA,72
3835,C0148,NA,NA,1000,2015-11-30,NA,FALSE,NA,0.051,NA,72
3836,C0151,NA,NA,1000,NA,NA,NA,NA,0.052,NA,18
3837,C0153,NA,NA,1000,NA,NA,NA,NA,0.053,NA,20
3838,C0155,NA,NA,1000,2015-12-01,NA,FALSE,bracts removed,0.048,NA,72
3839,C0156,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
3840,C0160,NA,NA,1000,NA,NA,NA,NA,0.05,NA,19
3841,C0162,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.053,NA,72
3842,C0166,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.05,NA,72
3843,C0167,NA,NA,1000,NA,NA,NA,NA,0.052,NA,18
3844,C0168,NA,NA,1000,NA,NA,NA,NA,0.054,NA,19
3845,C0170,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3846,C0171,NA,NA,1000,2015-11-24,NA,FALSE,leaves removed,0.051,NA,72
3847,C0174,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.044,NA,71
3848,C0175,NA,NA,1000,NA,NA,NA,NA,0.054,NA,19
3849,C0176,NA,NA,1000,NA,NA,NA,NA,0.057,NA,7
3850,C0178,NA,NA,1000,NA,NA,NA,NA,0.056,NA,13
3851,C0180,NA,NA,1000,NA,NA,NA,NA,0.057,NA,38
3852,C0182,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
3853,C0183,NA,NA,1000,NA,NA,NA,NA,0.053,NA,20
3854,C0191,NA,NA,1000,2015-11-30,NA,FALSE,bracts removed,0.03,NA,72
3855,C0192,NA,NA,1000,NA,NA,NA,NA,0.052,NA,13
3856,C0194,NA,NA,1000,2015-11-24,NA,FALSE,needles removed,0.052,NA,72
3857,C0199,NA,NA,1000,NA,NA,NA,NA,0.063,NA,19
3858,C0200,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3859,C0202,NA,NA,1000,2015-11-25,NA,FALSE,bracts removed,0.054,NA,72
3860,C0206,NA,NA,1000,NA,NA,NA,NA,0.053,NA,6
3861,C0208,NA,NA,1000,NA,NA,NA,NA,0.051,NA,8
3862,C0209,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.048,NA,NA
3863,C0210,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
3864,C0211,NA,NA,1000,2015-11-30,NA,FALSE,bracts removed,0.051,NA,72
3865,C0212,NA,NA,1000,NA,NA,NA,NA,0.058,NA,NA
3866,C0213,NA,NA,1000,2015-12-15,NA,FALSE,NA,0.044,NA,72
3867,C0216,NA,NA,1000,NA,NA,NA,NA,0.051,NA,7
3868,C0223,NA,NA,1000,NA,NA,NA,NA,0.05,NA,13
3869,C0228,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.048,NA,72
3870,C0229,NA,NA,1000,NA,NA,NA,NA,0.051,NA,43
3871,C0232,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.053,NA,72
3872,C0235,NA,NA,1000,NA,NA,NA,NA,0.056,NA,8
3873,C0239,NA,NA,1000,NA,NA,NA,NA,0.051,NA,43
3874,C0240,NA,NA,1000,NA,NA,NA,NA,0.054,NA,37
3875,C0241,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
3876,C0242,NA,NA,1000,NA,NA,NA,NA,0.056,NA,18
3877,C0253,NA,NA,1000,NA,NA,NA,NA,0.053,NA,19
3878,C0256,NA,NA,1000,2015-12-16,NA,FALSE,NA,0.012,NA,72
3879,C0263,NA,NA,1000,NA,NA,NA,NA,0.057,NA,7
